input,output
correct: ہم نے دبئی کے ساحل پر وقت گزارا شام کو,ہم نے شام کو دبئی کے ساحل پر وقت گزارا
correct: پروفیسر نے طلبہ جوابات دیے کے سوالات کے تسلی بخش,پروفیسر نے طلبہ کے سوالات کے تسلی بخش جوابات دیے
correct: ایچ آر نے نئے اہتمام کی ٹریننگ کا ملازمین کیا,ایچ آر نے نئے ملازمین کی ٹریننگ کا اہتمام کیا
correct: برانڈڈ گھڑیوں پر دس فیصد فیصد ڈسکاؤنٹ دیا جا رہا ہے,برانڈڈ گھڑیوں پر دس فیصد ڈسکاؤنٹ دیا جا رہا ہے
correct: فلائنگ کوچ نے سفر آباد سے سکردو تک کا اسلام آسان کر دیا,فلائنگ کوچ نے اسلام آباد سے سکردو تک کا سفر آسان کر دیا
correct: خریدنے انتظامیہ نے نئی مشینری ہسپتال کی منظوری دی,ہسپتال انتظامیہ نے نئی مشینری خریدنے کی منظوری دی
correct: وہ محنتی ہے اور مشقتی ہے,وہ محنتی ہے
correct: ٹینس کھلاڑی کھلاڑی نے مقابلہ جیت کر ٹائٹل اپنے نام کیا,ٹینس کھلاڑی نے مقابلہ جیت کر ٹائٹل اپنے نام کیا
correct: وزارت تعلیم نے نئے نصاب کی منظوری منظوری دے دی,وزارت تعلیم نے نئے نصاب کی منظوری دے دی
correct: آج سکول میں چہٹی ہے,آج سکول میں چھٹی ہے
correct: یونیورسٹی نے نئے تعلیمی سال آغاز کر دیا,یونیورسٹی نے نئے تعلیمی سال کا آغاز کر دیا
correct: سیاحوں نے پہاڑ پر چڑھ کر تھک گیا,سیاح پہاڑ پر چڑھ کر تھک گئے
correct: میری امی نے چائے بنائی اور چائے تیار کی,میری امی نے چائے بنائی
correct: بچے شام کو کو چھت پر پتنگ اڑا رہے تھے,بچے شام کو چھت پر پتنگ اڑا رہے تھے
correct: آمد کا شیک پینے میں لذیذ تھا بہت,آمد کا شیک پینے میں بہت لذیذ تھا
correct: فزکس کے استاد نے نیوٹن کے قوانین پر پر لیکچر دیا,فزکس کے استاد نے نیوٹن کے قوانین پر لیکچر دیا
correct: وہ پہاڑوں کی چوٹی تک ٹریکنگ کر گیا,وہ پہاڑوں کی چوٹی تک ٹریکنگ کر کے گیا
correct: مریض کو فوری وارڈ میں داخل کیا گیا گیا,مریض کو فوری وارڈ میں داخل کیا گیا
correct: ہمارا گھر میں چار کمرے ہیں,ہمارے گھر میں چار کمرے ہیں
correct: پہلوان میں کشتی کے مقابلے نے جیت حاصل کی,پہلوان نے کشتی کے مقابلے میں جیت حاصل کی
correct: گھر کم تھا میں آج پانی کا پریشر بہت,گھر میں آج پانی کا پریشر بہت کم تھا
correct: معروف ادیب کی آ کتاب منظر عام پر نئی گئی,معروف ادیب کی نئی کتاب منظر عام پر آ گئی
correct: میری امی دوپہر کے لیے بریانی بنائی ہے,میری امی نے دوپہر کے لیے بریانی بنائی ہے
correct: اس نے دروازہ کھولا اور باہر نکلا باہر گیا,اس نے دروازہ کھول کر باہر نکلا
correct: رات کو بجلی جانے کی وجہ پنکھا بند ہو گیا,رات کو بجلی جانے کی وجہ سے پنکھا بند ہو گیا
correct: کھیل رہی ہے ٹیم اچھی فارم میں,ٹیم اچھی فارم میں کھیل رہی ہے
correct: رات کو بجلی جانے وجہ سے پنکھا بند ہو گیا,رات کو بجلی جانے کی وجہ سے پنکھا بند ہو گیا
correct: وزیر صحت صحت نے ہسپتالوں کی حالت بہتر بنانے کا وعدہ کیا,وزیر صحت نے ہسپتالوں کی حالت بہتر بنانے کا وعدہ کیا
correct: آرٹ گیلری میں پینٹنگز بہت خوبصورت تھیں,آرٹ گیلری میں موجود پینٹنگز بہت خوبصورت تھیں
correct: بینک دولت نے شرح سود اعلان کیا میں اضافے کا,بینک دولت نے شرح سود میں اضافے کا اعلان کیا
correct: ہم نے بازار سے سبزیاں لیں تازہ,ہم نے بازار سے تازہ سبزیاں لیں
correct: سیاح رات کو ہوٹل میں آرام کر رہا تھے,سیاح رات کو ہوٹل میں آرام کر رہے تھے
correct: میں نے پیزا کھایا مزے,میں نے مزے سے پیزا کھایا
correct: وہ پڑھا کتاب دن,وہ دن میں کتاب پڑھتا ہے
correct: سیلاب زدہ علاقوں علاقوں میں امدادی کارروائیاں جاری ہیں,سیلاب زدہ علاقوں میں امدادی کارروائیاں جاری ہیں
correct: FAST یونیورسٹی میں کلاسز بہت زیادہ ہوتی ہیں اور ہم بہت زیادہ تھک جاتے ہیں ہر دن,FAST یونیورسٹی میں کلاسز زیادہ ہوتی ہیں اور ہم روز تھک جاتے ہیں
correct: ہم نے سفر کے دوران خوبصورت مناظر دیکھا تھا,ہم نے سفر کے دوران خوبصورت مناظر دیکھے
correct: کل ہم نے فلم دیکھی سینما میں رات کو,کل رات ہم نے سینما میں فلم دیکھی
correct: اس نے مجھے فون پر بتایا کہ وہ ٹهیک ہے,اس نے مجھے فون پر بتایا کہ وہ ٹھیک ہے
correct: بچے نے بسکٹ کھائے اور خوشی سے کھیلنے لگا وہ,بچے نے بسکٹ کھائے اور وہ خوشی سے کھیلنے لگا
correct: ہم نے گروپ میں کیا پراجیکٹ کام,ہم نے گروپ میں پراجیکٹ کا کام کیا
correct: اس نے لگائی دوکان نئی محلے میں,اس نے محلے میں نئی دوکان لگائی
correct: میری امی نے پکایا کھانا بہت اچھا آج,میری امی نے آج بہت اچھا کھانا پکایا
correct: اس نے مجھ فون کیا,اس نے مجھے فون کیا
correct: ملک بھر میں احتجاج جاری ہیں,ملک بھر میں احتجاج جاری ہے
correct: آج کل بہت گرمی ھے,آج کل بہت گرمی ہے
correct: میں کہاں رکھا ہے جوتا اپنا؟,میں نے اپنا جوتا کہاں رکھا ہے؟
correct: اس نے پیزا کھایا اور کھایا بہت,اس نے پیزا کھایا
correct: ہم نے کل کلائنٹ کو پروپوزل دیا,ہم نے کلائنٹ کو پروپوزل دیا
correct: کھانے میں نمک ڈالنا بھول گئی وہ,وہ کھانے میں نمک ڈالنا بھول گئی
correct: کراچی میں جرائم کا سلسلہ بڑھ گیا ہیں,کراچی میں جرائم کا سلسلہ بڑھ گیا ہے
correct: امریکہ اور چین کے درمیان تناؤ جاری ہے جو کہ عالمی سطح پر اثر انداز ہو رہا ہے,امریکہ اور چین کے درمیان تناؤ جاری ہے
correct: ہم نے پروجیکٹ مکمل کرلیا ہے,ہم نے پروجیکٹ مکمل کر لیا ہے
correct: آج کا موسم بہت خوشگوار ہیں,آج کا موسم بہت خوشگوار ہے
correct: وہ آدمی بہت تیز دوڑتا ہیں میدان میں,وہ آدمی میدان میں بہت تیز دوڑتا ہے
correct: دادا نے سنائی نصیحت بہت اچھی مجھے,دادا نے مجھے بہت اچھی نصیحت سنائی
correct: میں نے چائے پیا اور آرام ہوا,میں نے چائے پی اور آرام ہوا
correct: ڈاکٹریٹ کے طالب علم نے اپنا مقالہ جمع کرا دیا دیا,ڈاکٹریٹ کے طالب علم نے اپنا مقالہ جمع کرا دیا
correct: جیت لیا میچ,میچ جیت لیا
correct: کمپنی نے نئی مارکیٹ میں قدم رکھنے فیصلہ کیا,کمپنی نے نئی مارکیٹ میں قدم رکھنے کا فیصلہ کیا
correct: پرانے شہر اچھا لگا کی گلیوں میں گھومنا بہت,پرانے شہر کی گلیوں میں گھومنا بہت اچھا لگا
correct: کپڑے دھل گئی دھوپ میں,کپڑے دھوپ میں دھل گئے
correct: ٹیم نے کلائنٹ کو جواب دیا تھا فوری طور پر,ٹیم نے کلائنٹ کو فوری طور پر جواب دیا تھا
correct: دوڑ کے مقابلے میں اس نے نے نیا ریکارڈ بنایا,دوڑ کے مقابلے میں اس نے نیا ریکارڈ بنایا
correct: روس اور یوکرین کے درمیان جاری ہے جنگ,روس اور یوکرین کے درمیان جنگ جاری ہے
correct: وزیر صحت نے وعدہ کیا ہسپتالوں کی حالت بہتر بنانے کا,وزیر صحت نے ہسپتالوں کی حالت بہتر بنانے کا وعدہ کیا
correct: ہم نے پروجیکٹ مکمل کیا کامیابی سے,ہم نے پروجیکٹ کو کامیابی سے مکمل کیا
correct: میں نے دوا لی اور محسوس کیا بہتر ہو رہا ہوں,میں نے دوا لی اور محسوس کیا کہ میں بہتر ہو رہا ہوں
correct: ہم نے کھیر کھائی میٹھی,ہم نے میٹھی کھیر کھائی
correct: ہمارے گھر آئے مہمان بہت دور سے,ہمارے گھر بہت دور سے مہمان آئے
correct: ہم نے ہم نے ڈیٹا محفوظ کیا,ہم نے ڈیٹا محفوظ کیا
correct: ہم نے نے کلائنٹ سے ملاقات کی,ہم نے کلائنٹ سے ملاقات کی
correct: مزاحیہ ڈرامہ دیکھ کر سامعین قہقہے لگا رہے تھیں,مزاحیہ ڈرامہ دیکھ کر سامعین قہقہے لگا رہے تھے
correct: کمپنی سی ای او نے تمام دفاتر کا دورہ کیا,کمپنی کے سی ای او نے تمام دفاتر کا دورہ کیا
correct: میں نے کھانا کھایا اور پیٹ بھرا,میں نے کھانا کھایا
correct: سیاح جھیل کشتی رانی کر رہے,سیاح جھیل میں کشتی رانی کر رہے تھے
correct: ہم نے ادبی ادبی میلے میں مختلف اور معروف مصنفین سے ملاقات کی,ہم نے ادبی میلے میں مختلف اور معروف مصنفین سے ملاقات کی
correct: وہ بیٹھا ہوا ہے اور بیٹھا ہے,وہ بیٹھا ہوا ہے
correct: ٹائٹل کھلاڑی نے مقابلہ جیت کر ٹینس اپنے نام کیا,ٹینس کھلاڑی نے مقابلہ جیت کر ٹائٹل اپنے نام کیا
correct: یہ جوتے پانی میں بھیگنے بعد بھی خراب نہیں ہوتے,یہ جوتے پانی میں بھیگنے کے بعد بھی خراب نہیں ہوتے
correct: گانے کی لائیو آواز تھی جادوئی,گانے کی لائیو آواز جادوئی تھی
correct: سوالات نے طلبہ کے پروفیسر کے تسلی بخش جوابات دیے,پروفیسر نے طلبہ کے سوالات کے تسلی بخش جوابات دیے
correct: دوڑ کے مقابلے میں اس نیا ریکارڈ بنایا,دوڑ کے مقابلے میں اس نے نیا ریکارڈ بنایا
correct: سمندر کے کے کنارے شام کا منظر نہایت دلکش تھا,سمندر کے کنارے شام کا منظر نہایت دلکش تھا
correct: ہم نے تھیٹر میں ایک ایک منفرد اور متاثر کن تجرباتی پیشکش دیکھی,ہم نے تھیٹر میں ایک منفرد اور متاثر کن تجرباتی پیشکش دیکھی
correct: عدالت نے اہم مقدمے کا فیصلہ محفوظ کر لیہا,عدالت نے اہم مقدمے کا فیصلہ محفوظ کر لیا
correct: گهر میں سب ٹھیک ہیں,گھر میں سب ٹھیک ہیں
correct: فٹبال میچ کے بعد کھلاڑیوں نے ایک دوسرے سے مصافحہ مصافحہ کیا,فٹبال میچ کے بعد کھلاڑیوں نے ایک دوسرے سے مصافحہ کیا
correct: دکان پر ہر قسم کا ہارڈویئر سامان مل جاتا ہے,دکان پر ہر قسم کا ہارڈویئر کا سامان مل جاتا ہے
correct: بینک مینیجر نے قرضے کی درخواست پر دستخط کر دیاے,بینک مینیجر نے قرضے کی درخواست پر دستخط کر دیے
